station,period,n,mean,p50,p90,weibull_k,weibull_c,power_density,dir_0,dir_22,dir_45,dir_67,dir_90,dir_112,dir_135,dir_157,dir_180,dir_202,dir_225,dir_247,dir_270,dir_292,dir_315,dir_337
47086,2014,8668,11.900888324873096,11.2,20.5,1.7975873061537995,13.813587669072547,2595.67665848956,0.09460083064143977,0.05502999538532533,0.07579603137978773,0.06345177664974619,0.1331333640978311,0.045339178587909555,0.02561144439317028,0.0160359944623904,0.032302722658052604,0.03818643285648362,0.04107060452238117,0.0531841255191509,0.09794646977388094,0.05791416705122289,0.08364097831102907,0.05572219658514075
47101,2014,8709,11.314662992306808,9.4,22.3,1.5286823777870782,12.815928551250392,2777.4980648409696,0.07727638075554025,0.016879090595935238,0.04214031461706281,0.03433229991962338,0.0843954529796762,0.027672522677689746,0.029509702606499023,0.021012745435756115,0.07945803192100126,0.01619014812263176,0.08508439545297967,0.1961189574003904,0.16385348490067747,0.03513606613847744,0.05109656677000804,0.03984383970605121
47104,2014,8709,11.314662992306808,9.4,22.3,1.5286823777870782,12.815928551250392,2777.4980648409696,0.07727638075554025,0.016879090595935238,0.04214031461706281,0.03433229991962338,0.0843954529796762,0.027672522677689746,0.029509702606499023,0.021012745435756115,0.07945803192100126,0.01619014812263176,0.08508439545297967,0.1961189574003904,0.16385348490067747,0.03513606613847744,0.05109656677000804,0.03984383970605121
47108,2014,8712,9.528810835629017,9.4,16.6,1.728407020353421,10.873998959675989,1301.6589570793158,0.08712121212121213,0.024334251606978878,0.06140955004591368,0.06944444444444445,0.04155188246097337,0.015725436179981636,0.02594123048668503,0.03466483011937557,0.05532598714416896,0.026744719926538107,0.057506887052341596,0.056588613406795225,0.17458677685950413,0.0779384756657484,0.12626262626262627,0.06485307621671257
47110,2014,8712,9.528409090909092,7.6,18.4,1.6342446962801747,10.795756859793944,1400.765270932335,0.07988980716253444,0.03489439853076217,0.03110651974288338,0.029614325068870524,0.04338842975206612,0.025252525252525252,0.035697887970615245,0.047061524334251606,0.06209825528007346,0.04189623507805326,0.05016069788797062,0.03856749311294766,0.10904499540863177,0.11639118457300275,0.16942148760330578,0.08551423324150596
47111,2014,7705,6.140796988577362,5.4,11.2,1.4688102360979327,6.828801528406288,430.2079378683152,0.06437378325762493,0.036469824789097986,0.02738481505515899,0.02154445165476963,0.02517845554834523,0.0172615184944841,0.05126541207008436,0.13329007138221935,0.17624918883841661,0.06748864373783257,0.05710577547047372,0.04776119402985075,0.08942245295262817,0.06969500324464634,0.06761842959117456,0.047890979883192734
47112,2014,8712,9.527869605142335,7.6,18.4,1.6342104261558354,10.795132597095845,1400.5811995666895,0.07977502295684114,0.03489439853076217,0.03110651974288338,0.029614325068870524,0.04338842975206612,0.025252525252525252,0.035697887970615245,0.047061524334251606,0.06209825528007346,0.04189623507805326,0.05027548209366391,0.038452708907254364,0.10904499540863177,0.11639118457300275,0.16942148760330578,0.08562901744719927
47113,2014,8712,13.125424701561066,11.2,24.1,1.7828408812905536,14.837730084403304,3185.4670321639696,0.06244260789715335,0.0508494031221304,0.11455463728191001,0.05601469237832874,0.0338613406795225,0.03627180899908173,0.06301652892561983,0.04763544536271809,0.04671717171717172,0.047520661157024795,0.0508494031221304,0.03879706152433425,0.0943526170798898,0.09308999081726355,0.10055096418732783,0.06347566574839301
47114,2014,2903,5.031656906648295,3.6,9.4,1.6016827280706774,5.994544731050695,246.46864861780918,0.24870823286255597,0.0,0.11023079572855667,0.04581467447468136,0.1105752669652084,0.0,0.02686875645883569,0.017912504305890458,0.054081984154323116,0.0,0.09817430244574578,0.10368584223217361,0.12125387530141234,0.0,0.03410265242852222,0.028591112642094386
47117,2014,8712,9.528810835629017,9.4,16.6,1.728407020353421,10.873998959675989,1301.6589570793158,0.08712121212121213,0.024334251606978878,0.06140955004591368,0.06944444444444445,0.04155188246097337,0.015725436179981636,0.02594123048668503,0.03466483011937557,0.05532598714416896,0.026744719926538107,0.057506887052341596,0.056588613406795225,0.17458677685950413,0.0779384756657484,0.12626262626262627,0.06485307621671257
47118,2014,2903,5.031656906648295,3.6,9.4,1.6016827280706774,5.994544731050695,246.46864861780918,0.24870823286255597,0.0,0.11023079572855667,0.04581467447468136,0.1105752669652084,0.0,0.02686875645883569,0.017912504305890458,0.054081984154323116,0.0,0.09817430244574578,0.10368584223217361,0.12125387530141234,0.0,0.03410265242852222,0.028591112642094386
47120,2014,8714,8.806323158136333,7.6,16.6,1.717336149075398,11.069111272975462,1310.782680607356,0.12393848978655038,0.021803993573559787,0.045558870782648614,0.1510213449621299,0.18016984163415195,0.014918521918751435,0.010557723204039476,0.017443194858847832,0.03523066330043608,0.038673399127840256,0.04888684874913932,0.06231351847601561,0.13208629791140694,0.06426440211154465,0.034083084691301356,0.013311911865962818
47122,2014,8708,8.823231511254018,7.6,16.6,1.7208398120306494,11.104116509288621,1317.2571037077976,0.12850252641249427,0.019407441433164904,0.04501607717041801,0.15135507579237484,0.18075333027101514,0.01619200734956362,0.010794671566375747,0.014699127239320165,0.028824069820854385,0.03697749196141479,0.04685346807533303,0.06373449701423978,0.13401469912723932,0.06419384474046853,0.033647220946256315,0.0133210840606339
47124,2014,8576,6.840986473880597,5.4,14.8,1.4664512215447578,7.782485584852607,662.4959839217001,0.12943097014925373,0.05142257462686567,0.06844682835820895,0.06646455223880597,0.09025186567164178,0.018190298507462687,0.024603544776119403,0.01550839552238806,0.06751399253731344,0.036730410447761194,0.09631529850746269,0.06506529850746269,0.10401119402985075,0.03894589552238806,0.0654151119402985,0.06168376865671642
47125,2014,2903,5.031656906648295,3.6,9.4,1.6016827280706774,5.994544731050695,246.46864861780918,0.24870823286255597,0.0,0.11023079572855667,0.04581467447468136,0.1105752669652084,0.0,0.02686875645883569,0.017912504305890458,0.054081984154323116,0.0,0.09817430244574578,0.10368584223217361,0.12125387530141234,0.0,0.03410265242852222,0.028591112642094386
47127,2014,8708,8.390055121727148,7.6,16.6,1.734551643433342,11.234977979265334,1248.3559889871383,0.18385392742305925,0.01929260450160772,0.030661460725769408,0.045245751033532386,0.1267799724391364,0.06626090950849793,0.04191548001837391,0.030891134588883786,0.03054662379421222,0.020326136885622417,0.03950390445567294,0.050298576022048694,0.12115296279283418,0.0840606338998622,0.06982085438677078,0.027675700505282497
47128,2014,8493,7.536724361238668,5.4,14.8,1.4427414290881777,8.363194285324557,849.0438723095491,0.08442246555987283,0.07735782409042741,0.09019192275991994,0.0787707523843165,0.07900624043329801,0.029318262098198516,0.020369716236900978,0.014364770987872366,0.031084422465559872,0.055339691510655833,0.12645708230307312,0.08030142470269634,0.10914871070293182,0.05957847639232309,0.02920051807370776,0.03508771929824561
47132,2014,2907,5.556209150326798,5.4,11.2,1.5953051009726846,6.672076583515836,339.84956779755765,0.2194702442380461,0.0,0.022359821121431027,0.03646370829033368,0.11661506707946337,0.0,0.033367733058135535,0.018575851393188854,0.13587891296869625,0.0,0.0392156862745098,0.03130374957000344,0.09597523219814241,0.0,0.13622291021671826,0.11455108359133127
47133,2014,2907,5.556209150326798,5.4,11.2,1.5953051009726846,6.672076583515836,339.84956779755765,0.2194702442380461,0.0,0.022359821121431027,0.03646370829033368,0.11661506707946337,0.0,0.033367733058135535,0.018575851393188854,0.13587891296869625,0.0,0.0392156862745098,0.03130374957000344,0.09597523219814241,0.0,0.13622291021671826,0.11455108359133127
47134,2014,2903,5.816672407853944,3.6,13.0,1.4455780118498593,6.95304160641519,442.5188586376164,0.1846365828453324,0.0,0.015501205649328281,0.017912504305890458,0.14226662073716845,0.0,0.13365483982087495,0.043058904581467446,0.03513606613847744,0.0,0.014123320702721322,0.03341370995521874,0.2611091973820186,0.0,0.0878401653461936,0.031346882535308304
47136,2014,2903,5.816672407853944,3.6,13.0,1.4455780118498593,6.95304160641519,442.5188586376164,0.1846365828453324,0.0,0.015501205649328281,0.017912504305890458,0.14226662073716845,0.0,0.13365483982087495,0.043058904581467446,0.03513606613847744,0.0,0.014123320702721322,0.03341370995521874,0.2611091973820186,0.0,0.0878401653461936,0.031346882535308304
47138,2014,52,13.248076923076923,13.0,23.739999999999995,1.8380038431473786,14.938032310611854,3037.0586699519235,0.09615384615384616,0.09615384615384616,0.019230769230769232,0.038461538461538464,0.0,0.0,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.019230769230769232,0.21153846153846154,0.28846153846153844,0.0,0.0,0.0,0.0
47139,2014,52,13.248076923076923,13.0,23.739999999999995,1.8380038431473786,14.938032310611854,3037.0586699519235,0.09615384615384616,0.09615384615384616,0.019230769230769232,0.038461538461538464,0.0,0.0,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.019230769230769232,0.21153846153846154,0.28846153846153844,0.0,0.0,0.0,0.0
47141,2014,8668,11.900888324873096,11.2,20.5,1.7975873061537995,13.813587669072547,2595.67665848956,0.09460083064143977,0.05502999538532533,0.07579603137978773,0.06345177664974619,0.1331333640978311,0.045339178587909555,0.02561144439317028,0.0160359944623904,0.032302722658052604,0.03818643285648362,0.04107060452238117,0.0531841255191509,0.09794646977388094,0.05791416705122289,0.08364097831102907,0.05572219658514075
47142,2014,8557,8.134735857877514,5.4,18.4,1.249948910704526,9.33506967771292,1375.7568238721367,0.09886642514900082,0.024073857660395,0.033422928596470725,0.046161037746873905,0.1293677690779479,0.13357485099918195,0.06240504849830548,0.0223209068598808,0.01776323477854388,0.008764754002570995,0.011920065443496553,0.018230688325347667,0.09851583498889797,0.1442094191889681,0.09524366016127148,0.05515951852284679
47143,2014,8557,7.7494506778868635,5.4,16.6,1.3463613240174295,8.939900801873609,1096.1196970999886,0.10248919013673016,0.015192240271123057,0.047446535000584315,0.04545985742666823,0.14584550660278134,0.09068598807993455,0.07163725604768026,0.022437770246581747,0.016244010751431576,0.006076896108449223,0.01063456818978614,0.022204043473179853,0.1702699544232792,0.09664602080168283,0.09185462194694402,0.044875540493163495
47152,2014,2910,8.127628865979382,7.6,16.6,1.6435615769875205,9.391748862807557,855.2373706958764,0.19106529209621992,0.0003436426116838488,0.1,0.06426116838487972,0.08694158075601374,0.0,0.026804123711340205,0.024742268041237112,0.029896907216494847,0.0,0.04914089347079038,0.06597938144329897,0.17388316151202748,0.0003436426116838488,0.10240549828178694,0.08419243986254296
47153,2014,8568,11.093475723622783,9.4,20.5,1.6727654542926915,12.44866301446333,1945.445430933415,0.13912231559290383,0.1293183940242764,0.05403828197945845,0.026027077497665734,0.03046218487394958,0.02065826330532213,0.011437908496732025,0.02404295051353875,0.13632119514472454,0.04446778711484594,0.03454715219421102,0.02054154995331466,0.07644724556489263,0.0938375350140056,0.09465452847805789,0.06407563025210083
47156,2014,33,4.260606060606062,3.6,7.6,2.01221866205552,4.835375401888808,94.36791212121211,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.12121212121212122,0.0,0.0,0.18181818181818182,0.12121212121212122,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.0,0.12121212121212122,0.18181818181818182
47158,2014,33,4.260606060606062,3.6,7.6,2.01221866205552,4.835375401888808,94.36791212121211,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.12121212121212122,0.0,0.0,0.18181818181818182,0.12121212121212122,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.0,0.12121212121212122,0.18181818181818182
47159,2014,8568,11.208800186741364,9.4,20.5,1.7836305292404944,12.701937248833936,1908.1597481413398,0.1392390289449113,0.08823529411764706,0.09582166199813259,0.04131652661064426,0.04831932773109244,0.01365546218487395,0.015522875816993464,0.01995798319327731,0.12605042016806722,0.028711484593837534,0.04656862745098039,0.03454715219421102,0.09757236227824463,0.06372549019607843,0.07586367880485527,0.06489262371615313
47161,2014,29,5.262068965517241,3.6,9.759999999999998,1.588747670120274,6.601377892739618,316.6685827586207,0.13793103448275862,0.1724137931034483,0.3793103448275862,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655
47163,2014,8702,12.161997242013332,9.4,22.3,1.7370560570474785,13.747302406850427,2690.4928164085836,0.06826017007584463,0.04102505171225006,0.06159503562399449,0.09813835899793151,0.14249597793610663,0.037462652263847394,0.022983222247759137,0.024132383360147093,0.058492300620547,0.036888071707653416,0.024132383360147093,0.025396460583773844,0.07044357618938175,0.05067800505630889,0.1090553895656171,0.12882096069868995
47165,2014,8702,12.161537577568376,9.4,22.3,1.7368688412210944,13.746690070893994,2690.4652025267183,0.06826017007584463,0.04102505171225006,0.06159503562399449,0.09813835899793151,0.14249597793610663,0.037462652263847394,0.022983222247759137,0.024132383360147093,0.058492300620547,0.036888071707653416,0.024132383360147093,0.025396460583773844,0.07044357618938175,0.05067800505630889,0.1090553895656171,0.12882096069868995
47166,2014,8702,12.161537577568376,9.4,22.3,1.7368688412210944,13.746690070893994,2690.4652025267183,0.06826017007584463,0.04102505171225006,0.06159503562399449,0.09813835899793151,0.14249597793610663,0.037462652263847394,0.022983222247759137,0.024132383360147093,0.058492300620547,0.036888071707653416,0.024132383360147093,0.025396460583773844,0.07044357618938175,0.05067800505630889,0.1090553895656171,0.12882096069868995
47167,2014,23,9.247826086956522,7.6,20.080000000000002,,,1752.8423005434784,0.2608695652173913,0.0,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.0,0.0,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0
47168,2014,23,9.247826086956522,7.6,20.080000000000002,,,1752.8423005434784,0.2608695652173913,0.0,0.13043478260869565,0.21739130434782608,0.043478260869565216,0.0,0.0,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0
47182,2014,8709,15.169778390171087,13.0,29.5,1.6779642175868046,17.07989732976123,5286.07337756057,0.09059593523940751,0.04880009185899644,0.05304857044436789,0.08715122287289011,0.1168905729704903,0.036284303593983235,0.020094155471351474,0.04443678952807441,0.06108623263290849,0.04948903433229992,0.042944080835916866,0.05040762429670456,0.08405098174302446,0.0644161212538753,0.09048111149385693,0.059823171431852104
47184,2014,8709,15.169778390171087,13.0,29.5,1.6779642175868046,17.07989732976123,5286.07337756057,0.09059593523940751,0.04880009185899644,0.05304857044436789,0.08715122287289011,0.1168905729704903,0.036284303593983235,0.020094155471351474,0.04443678952807441,0.06108623263290849,0.04948903433229992,0.042944080835916866,0.05040762429670456,0.08405098174302446,0.0644161212538753,0.09048111149385693,0.059823171431852104
